text,label
@summar_rose @turehndebushra @_taaz_mania @fxla_ summar one more insult from you and you're gone Idc if you're my dad,anger
@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either #outrage,anger
@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either ,anger
"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",anger
"@strangerpeace We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.",anger
"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming",anger
"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 ",anger
Constantly fucking boiling and it's not ok,anger
@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation,anger
@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. ,anger
"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",anger
All options are on the table - #revenge is coming.,anger
Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz ,anger
Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting,anger
Someone throw a snap dance party for LO. Rest Up big Homie 🙏🏾,anger
"If angry, bash out your frustration on the pastry #GBBO",anger
So excited to watch @RuPaulsDragRace #allstars \n#RuPaul #revenge,anger
and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers,anger
All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO,anger
Why did Alex just growl at me.. 😂😂😂,anger
"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. ",anger
"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",anger
@takumasgirl I fell and heard a snap hffffhj,anger
@Cardschatter now that the Bills have a new offense of Cordinator do you think it's more difficult for the @AZCardinals to  game plan?,anger
Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.,anger
I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !,anger
at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so,anger
@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS,anger
I told myself i wouldn't talk about this but i need to bring it up. I'm slightly bitter about the tøp cover of cancer,anger
"Michelle, who did NOTHING is hating on Nicole's game hahaha.... #bitter #bb18",anger
"Michelle, who did NOTHING is hating on Nicole's game hahaha....  #bb18",anger
I asked Jared to marry me and he said no. #offended,anger
I asked Jared to marry me and he said no. ,anger
It's #ThirstyThursday which means it's time to #rage. Get ready for tonight with personal #hydration. Book now. 305-912-4937. #itslit #miami,anger
@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. #bitter,anger
@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. ,anger
@johnmerro1 @Liberobility still bitter about last night lads 😂,anger
@Dominos_UK worst thing is i have confimation from them #angry,anger
@Dominos_UK worst thing is i have confimation from them ,anger
@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,anger
"@memorie_holiday @AngryOrchard about 2 wks ago,playing pokemon and not paying attention. Placed my elbow on a rail 3 inches from 4 no sting.",anger
@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin,anger
@bt_uk broadband is shocking regretting signing up now  #shouldofgonewithvirgin,anger
@Bickley_Marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!,anger
@itgoeszaysway ok but his identity was revealed and he's black so educate yourself and don't insult people when they state facts lol...,anger
Everton not playing and fume on here have day off,anger
@AmericanAir I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned,anger
@JustinRow10 madden is the reason why controllers are snapped,anger
@TokyoSexPolice can I get away of this wrath by reading manga instead of watching overdone anime,anger
@leepg \n\nLike a rabid dog I pulled out the backs of my cupboards looking for a bakewell..Found a french fancie &amp; a mini batternburg #Winner!,anger
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",anger
Marcus Rojo is the worst player i have ever seen. Useless toasting burning bastard,anger
@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam  #thewengerway,anger
@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam #relentless #thewengerway,anger
@majesticmata didn't even realise you used that insult it was that shit mate,anger
"@happyandbashful Flirt, simper, pout, repeat. Yuck.",anger
"This anger inside I turned to fuel, I burned and watched myself spin down, like inferno types,",anger
"@HumbleTeej @CourtneeHendrix even if he says nothing, he'll still piss some people off. He's gotta decide who he wants to make angry.",anger
someone kik me @ montanashay_ \n #kikme ,anger
someone kik me @ montanashay_ \n#kikme #snap,anger
.@Travelanswerman: B assured there is plenty of salt 2 keep that #fire #burning brightly! Stay #happy N life by keeping plenty #salty… …,anger
@PediMGHHMS3 sickle cell if right pt background. Or could be JIA or an allergic reaction to a bite e.g. bee sting among others.,anger
@amymarsden_wtf I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs,anger
The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.,anger
The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .,anger
Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver ,anger
Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge,anger
Beyoncé resentment gets me in my feelings every time. 😩,anger
Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡,anger
@jbanks88 offense can't score 3 redzone trips no points n lbs can't pull flags n i missed a flag that lead to a td dat took da league,anger
"@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them",anger
Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy,anger
Get to the gym and discover I forgot to put my gym shoes back in my bad 😤  #wwhhyyy,anger
Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪,anger
how can you hold a grudge for over a year I can barely hold one for a few minutes,anger
"says, who are you to compared me with the others; I'm just human. #lit #fire #burning",anger
"says, who are you to compared me with the others; I'm just human. #lit #fire ",anger
"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2 #angry #fedup",anger
"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2  #fedup",anger
@katrinadougan_ ive went roght in the huff. Deleted the episode out of anger n everything (regret it now),anger
my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl,anger
Time wounds all heels.\n\n#DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge #grudge #hate #time #funny #politics #Trump #POTUS2016,anger
I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? 😅,anger
(whisper) I cannot frown.,anger
Chick told me I look like Childish Gambino. #insult or #compliment,anger
Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute,anger
Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute,anger
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right ,anger
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,anger
@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! #revenge,anger
@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! ,anger
Its worth noting that despite the animosity between the US president and the Israeli president they both behaved as gentleman.,anger
@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,anger
Every cal person I have on my snap has chic-fil-a on their story.. Lol #Yummy,anger
@HannahFJames I'm distraught! 😭 Candice and her pout can piss off,anger
@pxrfectpeach it's got her little pout,anger
@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger! #fuming #medchat,anger
@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger!  #medchat,anger
@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great  #xph,anger
@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph,anger
Clash of the titans and wrath of the titans 🙌🏾🙌🏾🙌🏾 🔥,anger
